optical_id,Cloud_percent,Time
LC08_L1TP_089083_20170116_20200905_02_T1,0.31746031746031744,1484610232141
LC08_L1TP_089083_20170201_20200905_02_T1,89.95518207282926,1485992625242
LC08_L1TP_089083_20170217_20200905_02_T1,13.23996265172736,1487375018650
LC08_L1TP_089083_20170305_20200905_02_T1,89.95518207282926,1488757412021
LC08_L1TP_089083_20170321_20200904_02_T1,89.95518207282926,1490139801860
LC08_L1TP_089083_20170406_20200904_02_T1,0.0,1491522195009
LC08_L1TP_089083_20170422_20200904_02_T1,0.0,1492904585407
LC08_L1TP_089083_20170508_20200904_02_T1,89.95518207282926,1494286984412
LC08_L1TP_089083_20170524_20200903_02_T1,0.0,1495669395527
LC08_L1TP_089083_20170609_20200903_02_T1,89.95518207282926,1497051803482
LC08_L1TP_089083_20170625_20200903_02_T1,0.0,1498434208736
LC08_L1TP_089083_20170711_20200903_02_T1,89.76844070961731,1499816611504
LC08_L1TP_089083_20170727_20200903_02_T1,0.0,1501199019194
LC08_L1TP_089083_20170812_20200903_02_T1,0.0,1502581425406
LC08_L1TP_089083_20170828_20200903_02_T1,89.95518207282926,1503963829096
LC08_L1TP_089083_20170913_20200903_02_T1,0.0,1505346229486
LC08_L1TP_089083_20170929_20200903_02_T1,89.95518207282926,1506728636836
LC08_L1TP_089083_20171015_20200902_02_T1,0.0,1508111040777
LC08_L1TP_089083_20171031_20200902_02_T1,81.05882352941173,1509493441037
LC08_L1TP_089083_20171116_20200902_02_T1,89.95518207282926,1510875837434
LC08_L1TP_089083_20171202_20200902_02_T1,47.60099595393709,1512258231980
LC08_L1TP_089083_20171218_20200902_02_T1,1.746031746031746,1513640634678
LC08_L1TP_089083_20180103_20200902_02_T1,89.95518207282926,1515023031301
LC08_L1TP_089083_20180119_20200902_02_T1,0.4761904761904762,1516405423698
LC08_L1TP_089083_20180204_20200902_02_T1,0.0,1517787814752
LC08_L1TP_089083_20180220_20200902_02_T1,89.95518207282926,1519170209266
LC08_L1TP_089083_20180308_20200901_02_T1,55.024587612822906,1520552600936
LC08_L1TP_089083_20180324_20200901_02_T1,0.0,1521934993284
LC08_L1TP_089083_20180409_20200901_02_T1,89.95518207282926,1523317385235
LC08_L1TP_089083_20180425_20201015_02_T1,27.848739495798323,1524699775959
LC08_L1TP_089083_20180511_20200901_02_T1,89.95518207282926,1526082166306
LC08_L1TP_089083_20180527_20200901_02_T1,89.95518207282926,1527464553805
LC08_L1TP_089083_20180612_20200831_02_T1,89.95518207282926,1528846955106
LC08_L1TP_089083_20180628_20200831_02_T1,0.0,1530229365373
LC08_L1TP_089083_20180714_20200831_02_T1,0.0,1531611773218
LC08_L1TP_089083_20180730_20200831_02_T1,89.95518207282926,1532994180310
LC08_L1TP_089083_20180815_20200831_02_T1,0.6349206349206349,1534376589465
LC08_L1TP_089083_20180831_20200831_02_T1,0.0,1535758996376
LC08_L1TP_089083_20180916_20200830_02_T1,3.7852474323062553,1537141400915
LC08_L1TP_089083_20181002_20200830_02_T1,89.95518207282926,1538523808352
LC08_L1TP_089083_20181018_20200830_02_T1,0.15873015873015872,1539906214812
LC08_L1TP_089083_20181103_20200830_02_T1,44.58699035169623,1541288618507
LC08_L1TP_089083_20181119_20200830_02_T1,89.95518207282926,1542671019305
LC08_L1TP_089083_20181205_20200830_02_T1,28.76190476190476,1544053417158
LC08_L1TP_089083_20181221_20200830_02_T1,89.95518207282926,1545435815776
LC08_L1TP_089083_20190122_20200829_02_T1,36.639277933395604,1548200611316
