Time,Tran1,Tran2,Tran3,Tran4,Tran5,Tran6,Tran7,Tran8,Tran9,Tran10,Tran11,Tran12,Tran13,Tran14,Tran15,Tran16,Tran17,Tran18,Tran19,Tran20,Tran21,Tran22,Tran23,Tran24,Tran25,Tran26,Tran27,Tran28,Tran29,Tran30,Tran31
2017-01-16 23:43:52.141,,,,,221.3251778254642,221.05503735310288,221.005741432538,222.43693630446344,221.52326139035807,226.8335366732348,223.23222231379268,217.42315581454244,,,216.0797458625229,209.48854860704063,206.09180750717843,205.03959548429543,,193.73688781037583,,,,,,204.28470962700655,199.543184908586,196.92535490762728,193.73602351439084,187.7659404821485,180.06328565043398
2017-02-01 23:43:45.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17 23:43:38.650,231.88167360567388,225.79820471039656,223.3756869066272,220.6375778585728,222.3706777438208,219.16318606764543,219.120044806074,224.39509235352423,,,,,,,,225.5481474017857,219.9838831229617,215.13421070150557,214.80019049270135,215.85418242999077,210.51556733244172,219.983604667673,219.1133534418592,,,,207.15305258872,200.90161999609927,,194.55053388544,
2017-03-05 23:43:32.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 23:43:21.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 23:43:15.009,,,,,215.6906884361921,213.33689802679575,213.2770036958979,217.69986599641737,220.86627375878328,219.0313472813745,221.79874382170544,222.7727367056289,,,225.17476107017177,228.14320022429612,225.0249221932088,216.4683194515736,216.1144001738366,214.56159137192756,209.0690322941661,214.227808941364,214.8329485988785,,215.1749167007188,214.11632252368915,204.91593188174943,199.0913258526537,,,
2017-04-22 23:43:05.407,,226.7869154631977,221.66519458397215,221.4033401559238,224.04331362026767,220.86247669645903,220.81380722321924,228.362334988007,234.75419162210915,236.64424266770203,231.16263702641555,,,238.8872117008358,235.37096528036508,234.3775193509404,233.1350436055945,228.34079641444703,228.29839537290496,219.57733901517187,214.61090085195852,230.25371780825685,221.1661271929019,,230.5929762131196,223.58318473619656,215.16198302430053,213.28927166775344,213.65840506678543,207.49388668791087,212.81233259728245
2017-05-08 23:43:04.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 23:43:15.527,225.968841224627,,215.45962829735825,219.24082662233167,222.5969455178769,221.904695879086,221.85881312011847,227.81311368995404,235.19152879578257,234.8274631586996,,,,,,,226.2406046881676,225.3739299472045,225.19028844634892,217.5564457768216,213.47908741857623,226.84203171464424,220.4156335469566,225.2552671706257,230.8750291269929,222.83045728901837,,,,205.97628912630503,211.95302233143465
2017-06-09 23:43:23.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 23:43:28.736,,,,,223.16564911507191,221.2189003433489,221.0976564924564,222.92953924046645,229.14802832615376,,,,,232.43424244862075,229.99618810763823,,,,,,,,,,222.22437659633044,210.6847824840817,,,,,206.95914090007676
2017-07-11 23:43:31.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
