Time,Tran1,Tran2,Tran3,Tran4,Tran5,Tran6,Tran7,Tran8,Tran9,Tran10,Tran11,Tran12,Tran13,Tran14,Tran15,Tran16,Tran17,Tran18,Tran19,Tran20,Tran21,Tran22,Tran23,Tran24,Tran25,Tran26,Tran27,Tran28,Tran29,Tran30,Tran31,Tran32,Tran33,Tran34,Tran35,Tran36,Tran37,Tran38,Tran39,Tran40,Tran41,Tran42,Tran43,Tran44,Tran45,Tran46,Tran47,Tran48,Tran49,Tran50,Tran51,Tran52,Tran53,Tran54,Tran55,Tran56,Tran57,Tran58,Tran59,Tran60,Tran61,Tran62,Tran63
2017-01-16 23:42:16.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01 23:42:09.458,,,,,,,,,,,,,,,,185.55268986458347,186.866533556611,184.41624987374573,182.83410999346057,185.9755530522678,193.09973920552835,198.10383762767103,200.3482206736392,,,,,,,231.72745611620115,236.718722058739,244.9227002869945,233.68343089742825,221.7003470765193,212.8901354374841,203.8196460783975,,,,,200.73523469544205,201.89122026495545,215.34590345232905,220.8694438912825,211.6562866910287,204.03327474618015,207.48351747014115,208.8935680882216,202.95913849047375,201.7056886472061,200.9363178649682,198.95920317512255,201.70193864940853,206.836126579956,217.0611152398525,233.55329732737675,240.79003108261043,224.83937539091232,199.73629724474551,179.9602146007699,167.96870939936852,159.21321393128326,172.79056219883842
2017-02-17 23:42:02.861,211.61398455753476,209.55453664875,217.8012578451017,231.97238487534997,227.9504491684613,215.8728304778396,203.3359534423942,200.1484386133578,202.3064421996573,210.3355198460889,210.84511416009735,203.02685180967137,191.5619652046612,186.906145897317,179.86466959933222,187.2855125888557,187.00706691933857,183.4008401582562,186.8062661786975,186.98986752624387,194.58932401363165,200.6739807388892,206.81134039735048,,,,,,,227.85700614366056,236.240580092376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 23:41:56.237,217.09573871567824,220.7043436896201,223.39485234284095,227.7417263905845,230.8012745609336,217.44490036782943,,,,,,,,,,185.68141387567715,191.6081867904816,187.37606165647344,,,,,,,,,,,,235.95367008639045,241.5414460702682,248.16327651155407,238.9327086946228,226.79885452680347,216.96846581166744,209.78287089299383,201.9718701053756,201.983680866802,199.1000795641748,198.9359373817614,202.38257170150143,212.7507892454214,222.7294940317285,228.55901706785372,216.53513842430988,202.30915591971927,202.399312258344,206.94423092807392,202.34246450841707,208.0159068866108,203.50148876877995,204.69743418785424,204.32304971323128,211.35481469659348,234.92585011863255,247.6533546317752,256.4909879452156,237.94286384170107,208.2227871088837,188.56991011086143,176.78832476439814,,
2017-04-06 23:41:39.221,,,,,,,199.63723431433067,198.1321357431367,193.24921459212487,209.4761041586232,198.5134808301872,186.39988682972836,176.26779611679055,173.14387326487935,174.59744831516196,173.3661478300823,174.0365872191869,172.37809884783556,,,,,,,,,211.86976032979487,211.8696787131681,211.6723769376506,218.80397687623045,226.81532733710785,234.8524093904628,223.37361582391463,211.2736928889504,198.88701186552424,,,,,,,,,,,,,,,,,,,196.65421522144243,213.98421168168983,231.1287413658203,233.4807199457726,218.9781882240003,189.00773521818425,172.46382245619122,155.69404255930462,160.3946942646377,166.45475535481447
2017-04-22 23:41:29.619,,,,,,215.369695663441,204.6560885325584,201.51404318249615,203.0139533645637,216.56079498086245,,,,,,,185.1388382128892,184.7724857642684,185.95847337935385,188.01688010639583,188.50864742648625,194.16325569912271,202.4067690493152,203.8177667514962,210.74796719819892,222.67553565564972,224.57861788049837,,,,,,,,,,,,,,,207.1247380329511,,,,,193.819208912416,199.943854923204,194.5417266190437,199.96853971378408,198.34824656720636,200.8464032483093,199.29826790309457,205.5998491751488,226.34698490223408,243.02849429876096,248.6863386073337,230.77835677007909,204.37926322390567,,169.34631621264296,,
2017-05-08 23:41:28.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 23:41:39.726,202.17151413205036,208.6340383026245,215.27930768691417,220.4366623786885,224.64184754140632,213.77779592355927,204.9985083870093,200.03074375920875,202.54292270983777,216.79842016676213,208.71266365317808,,,,,,183.3585648150108,182.90407550822704,185.58084516713268,188.98296472917764,189.9331231222102,193.33997762534324,201.9641015894231,201.1778827437745,208.80102611228048,221.0004684746685,223.766880330864,221.94570867440603,221.44054464190407,225.74754310864077,,,,,,,,,,,,,,,,,,195.1523983831536,189.3173691168756,,,,,,,,,,,183.21917807683795,163.98784701287195,172.9657704534606,186.4956396326222
2017-06-09 23:41:47.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 23:41:52.935,,,,,222.3861996914025,,,,,,,192.45463805303905,174.90532987963348,174.7886831805031,175.5054934492129,172.2654915300919,172.29211082295072,170.3820156092292,171.5179633752786,175.87594819454495,175.97583390902506,,,,,,,,,,,,,,,,,,,,,,,,208.1309538673799,197.6139383035417,188.6533098785021,180.68244360070403,171.01781875011193,,,,,,215.2001882591223,231.43343871394163,237.73679648657483,216.04505693571053,189.8220583147864,169.36868986172033,163.57620080142962,,
2017-07-11 23:41:55.703,224.07960396513784,224.944750092934,229.0380897990016,233.23531812052587,237.73459093697687,227.5184348234636,220.8688523475234,215.76534567795807,217.4508478337988,217.8779350019747,214.27179783882724,210.3156575871729,,,,,,,189.94128868952487,198.3546513875638,199.0337859085793,205.7638895008624,215.5626520391733,217.09913668161084,219.27999900082645,230.48045800795936,229.9201913868314,226.9365028639968,230.19551897744535,234.16843785474595,234.56733434575105,235.7577789661889,226.99908943929347,216.4083995101607,207.72953178926207,200.47955171389157,199.17780274390424,203.9762640964693,211.81423397757288,215.4186152833056,,230.51894748547105,239.9943288341334,239.02975952211844,226.8484470792536,212.31157237730844,205.4796734751144,199.5008679193095,189.30139029634768,189.1516493095636,187.66603465106843,191.38526353513157,198.76342978580908,213.23386755293023,230.18919899600175,,,,207.724034411557,186.714519170033,180.57069818326912,,
2017-07-27 23:42:03.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12 23:42:09.596,,,,,,,,,,,,,,,194.67044018051865,190.20010213849704,188.8371934187607,189.1757509546822,186.56529707797583,190.0263881512768,192.02769017121227,197.17450196551152,205.83529016411148,212.38139783066728,219.3771740842764,228.04690606016,225.47646384801837,228.7199277508784,231.62045737694763,233.8792188937045,236.0849648706593,,,,,,,,,,,,,,,,,,,,,192.26786258309397,195.23587081900135,207.05129776230345,219.64111433897327,244.64928148672595,250.0938177711349,226.42489498366507,,173.81649293185444,162.95238944243428,166.1144589759955,182.6448504751212
