Time,Tran1,Tran2,Tran3,Tran4,Tran5,Tran6,Tran7,Tran8,Tran9,Tran10,Tran11,Tran12,Tran13,Tran14,Tran15,Tran16,Tran17,Tran18,Tran19,Tran20,Tran21,Tran22,Tran23,Tran24,Tran25,Tran26,Tran27,Tran28,Tran29,Tran30,Tran31,Tran32,Tran33,Tran34,Tran35,Tran36,Tran37,Tran38,Tran39,Tran40,Tran41,Tran42,Tran43,Tran44,Tran45,Tran46,Tran47,Tran48,Tran49,Tran50,Tran51,Tran52,Tran53,Tran54,Tran55,Tran56,Tran57,Tran58,Tran59,Tran60,Tran61,Tran62,Tran63
2017-01-16 23:42:16.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01 23:42:09.458,,,,,,,,,,,,,,186.6121395530589,,185.93785793914685,,,182.65084507631556,,,,,,,,,,231.9067316227176,,234.42145106548918,,,222.14593547755084,213.3313202734003,205.7929567086219,199.18701531462833,195.53452825820654,,,191.92065415211744,205.57743665982252,209.09447420761236,224.18341290036807,216.06080342369472,,,,,,,199.40804051979595,204.92486906879986,,,228.3894665891333,232.9570283929869,,,,,166.0055774097414,170.15426447612833
2017-02-17 23:42:02.861,204.15681085583583,,,,,212.93030133447314,207.06388559074458,,,,,196.49267956945482,193.75878677518986,188.60311716609468,188.71066048648282,,,186.80334955737797,,,193.93348938573675,199.74152874386294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 23:41:56.237,216.65046349857244,215.44026255568775,,232.8740909193187,232.48399430999615,,218.9646906464543,211.91506844577904,212.43380490477907,225.1213315913601,,201.68544358581136,206.87427666049305,199.02546357634623,196.69377160180935,198.84467941891913,196.62146129964756,196.78040163747187,202.4475476551974,205.3969494102811,207.4463489169409,208.10292916678551,208.66717801408026,210.4262249753573,,229.80397236344518,226.63051367089682,238.65646007409129,235.06016699480665,236.16693827140563,247.40168453073082,257.80115786168096,,232.9106609391178,221.19875315635647,211.88681657110303,203.13007154251812,201.78519923202177,200.22374971727757,198.44352937356254,203.87308335458528,211.0344591107574,222.0077830345888,228.03526661529045,,205.45321402820304,206.2763364279283,206.4485709405203,210.47062756853842,211.16407144227645,,,,,,,,,,,,,
2017-04-06 23:41:39.221,188.3786246034881,184.99905352273396,204.7140305693008,211.89287724372886,210.76454880253016,207.64737829105846,185.68360277350985,193.45583554124914,189.62381505633476,198.10690626440447,199.07620789163246,185.7929709415332,184.66866934573096,178.02342393119926,175.73263586587606,170.6282705743591,170.60019116630303,170.1605907339416,173.01479570643835,171.1429644955351,189.52758290357573,180.66791959714448,186.35759107823964,194.89411357243162,198.23482769425277,205.84832840507949,212.08670794039358,214.27388853600155,210.47841470063437,221.91026880226528,224.8740915000031,231.61405435232214,221.02419090825384,208.91777744194755,196.60151727296147,191.52196425072307,186.97070260083916,182.51509500564842,177.4846760448479,178.11487992130088,189.06622259101556,198.48606467823384,207.59006421111476,211.86753412692272,199.7288706760056,194.43078407383447,188.01523076298238,186.65647804847003,192.34772592124128,193.45993087665335,189.6127397634747,196.312172573274,200.38821733305292,201.42208774190027,219.5036646825357,233.3984207227235,236.08486506525517,221.0918832267143,193.6749159727126,173.48697097319388,146.92507558054822,154.16343426418138,160.76901479159582
2017-04-22 23:41:29.619,205.32797354740288,199.29659517366957,212.40071074349754,220.27403777281566,214.96852457140835,211.69122555898798,200.22951755602935,198.93014120601003,207.91229720881466,213.9016949903014,215.48499241818666,199.4997732295657,197.88559544456922,192.03360423367894,188.07549492845033,188.92624120469338,182.07390388035557,182.5134530048527,182.31313460815625,189.1070783564336,192.48269517737654,194.51466353964838,198.3611816829746,207.27287909997003,212.81258878958036,225.21653095660622,224.08970325595664,223.59679241650386,223.34156978535293,229.4637999238003,236.32663648970907,240.1396862151043,232.12417246886147,219.62577753139539,212.0420953373506,209.7690234720659,198.64025225550103,195.3473528185736,197.96003924751767,197.8348988042359,206.05375115206107,210.13439110244002,227.81195424092826,231.54762118328375,218.85067298082276,217.94390884662243,203.25872053621907,195.49410741318326,197.28412781263987,192.15848072928424,,,,,,,,,,,,,
2017-05-08 23:41:28.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 23:41:39.726,210.20442266780367,210.38647375114567,216.04958646167958,216.80438085216167,226.42203896425497,213.18538532288227,211.68255452390002,221.49940200634242,214.37721766705752,222.35429887580142,216.38259910565546,206.1542788389511,204.4306863710845,199.5748177332946,189.22443289523312,184.57807407175562,188.8044899775924,183.39788136295235,186.94645438549293,186.7092618111803,193.36976721893564,198.5177268312549,202.15104745359366,207.0788415456225,209.98859658052973,221.13480634232113,221.61231896906622,220.39668912133317,222.2100425779128,229.99581947692286,233.4606966723498,242.52893621928467,231.79959268752646,217.30522645862453,205.24271306798045,207.98692095126188,199.53557975944847,193.40717503469983,193.4036339645047,199.15921827728613,202.29850832246242,209.25606564785576,227.18871558788408,236.025947780745,221.2812968296019,213.24332001334744,200.11183921167873,189.12000194751693,187.851502192953,182.46001502537794,182.47802832971365,181.32288339729024,181.56919163033984,192.91803027149894,199.34646985908728,223.097745722363,227.9031512433897,207.79300099465803,184.09086371579173,198.4529499194354,195.7231327455372,190.053350016512,
2017-06-09 23:41:47.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 23:41:52.935,202.19083830978636,191.22720038386058,201.80912651511915,211.06024043543707,212.10548465591282,207.00037919176822,190.25216376918453,185.7213908045815,186.2547660688749,191.73264252012865,198.17006477737323,187.3843521817683,182.69006142763956,176.24259201706204,172.38870014210045,170.00708225357477,168.4143014490149,167.76756537723227,173.92947002723878,173.7873176082069,180.55215559518814,183.40155027075497,189.31898242191,194.07931235745377,194.97860244364625,206.2400202254711,210.41959749075835,211.35081935383766,209.11493998992944,217.05175906865404,217.85559592481712,225.35206607386823,217.2412476840796,204.82743455857695,194.1032639272404,187.8085270250664,183.3878815790612,182.77885928412837,176.9256318448427,176.35895201121423,187.66716015279522,198.68218182221892,221.1413131316342,225.89806158624393,206.24620730013964,199.3876374507564,182.75292141431098,178.19230888694068,168.25360199410866,174.0044906358936,172.31021802113275,170.5933012681339,180.62967367807786,195.8839991675273,206.21065988441458,241.24805351710802,237.68802644643722,213.19053709244486,194.25892185585104,172.57569652160498,166.088175548087,161.64999339623625,167.14257025830008
