optical_id,Cloud_percent,Time
LC08_L1TP_197031_20170105_20200905_02_T1,25.33087851729111,1483612239676
LC08_L1TP_197031_20170206_20200905_02_T1,0.0,1486377027288
LC08_L1TP_197031_20170222_20200905_02_T1,0.0,1487759421794
LC08_L1TP_197031_20170310_20200904_02_T1,0.0,1489141814136
LC08_L1TP_197031_20170326_20200904_02_T1,0.0,1490524204412
LC08_L1TP_197031_20170411_20200904_02_T1,0.0,1491906597307
LC08_L1TP_197031_20170513_20200904_02_T1,0.0,1494671392239
LC08_L1TP_197031_20170529_20200903_02_T1,96.32256282794857,1496053802543
LC08_L1TP_197031_20170614_20200903_02_T1,0.0,1497436209718
LC08_L1TP_197031_20170630_20200903_02_T1,0.0,1498818614240
LC08_L1TP_197031_20170716_20200903_02_T1,8.687962195832936,1500201017762
LC08_L1TP_197031_20170801_20200903_02_T1,96.32256282794857,1501583425625
LC08_L1TP_197031_20170817_20200903_02_T1,0.0,1502965831168
LC08_L1TP_197031_20170902_20200903_02_T1,0.0,1504348234088
LC08_L1TP_197031_20170918_20200903_02_T1,96.32256282794857,1505730636063
LC08_L1TP_197031_20171004_20200903_02_T1,16.013992451440647,1507113042833
LC08_L1TP_197031_20171020_20200902_02_T1,28.893062076160668,1508495445791
LC08_L1TP_197031_20171105_20200902_02_T1,0.0,1509877844992
LC08_L1TP_197031_20171121_20200902_02_T1,0.09389671361502347,1511260240292
LC08_L1TP_197031_20171207_20200902_02_T1,17.644849489091406,1512642636466
LC08_L1TP_197031_20171223_20200902_02_T1,0.09389671361502347,1514025039410
LC08_L1TP_197031_20180108_20200902_02_T1,81.49657860014149,1515407434046
LC08_L1TP_197031_20180124_20200902_02_T1,0.0,1516789825630
LC08_L1TP_197031_20180209_20200902_02_T1,0.03129890453834116,1518172218099
LC08_L1TP_197031_20180225_20200902_02_T1,0.0,1519554611804
LC08_L1TP_197031_20180313_20200901_02_T1,96.32256282794857,1520937002755
LC08_L1TP_197031_20180329_20200901_02_T1,0.0,1522319395930
LC08_L1TP_197031_20180430_20200901_02_T1,25.224216760256528,1525084178202
LC08_L1TP_197031_20180516_20201015_02_T1,96.32256282794857,1526466567778
LC08_L1TP_197031_20180601_20200831_02_T1,0.0,1527848954960
LC08_L1TP_197031_20180617_20200831_02_T1,1.3831660989904564,1529231362641
LC08_L1TP_197031_20180703_20200831_02_T1,0.0,1530613772197
LC08_L1TP_197031_20180719_20200831_02_T1,0.0,1531996179448
LC08_L1TP_197031_20180804_20200831_02_T1,0.0,1533378587544
LC08_L1TP_197031_20180820_20200831_02_T1,0.0,1534760996127
LC08_L1TP_197031_20180905_20200831_02_T1,73.18690355641506,1536143402353
LC08_L1TP_197031_20180921_20200830_02_T1,0.0,1537525806562
LC08_L1TP_197031_20181007_20200830_02_T1,96.32256282794857,1538908214910
LC08_L1TP_197031_20181023_20200830_02_T1,0.0,1540290620603
LC08_L1TP_197031_20181108_20200830_02_T1,96.32256282794857,1541673023566
LC08_L1TP_197031_20181124_20200830_02_T1,0.03129890453834116,1543055423554
LC08_L1TP_197031_20181210_20200830_02_T1,0.0,1544437820603
LC08_L1TP_197031_20181226_20200829_02_T1,95.90057995029048,1545820220364
LC08_L1TP_197031_20190111_20200830_02_T1,0.12519561815336464,1547202618701
LC08_L1TP_197031_20190127_20200829_02_T1,0.0,1548585014748
LC08_L1TP_197031_20190212_20200829_02_T1,0.0,1549967412665
LC08_L1TP_197031_20190228_20200829_02_T1,0.18779342723004694,1551349808914
LC08_L1TP_197031_20190316_20200829_02_T1,0.0,1552732203263
LC08_L1TP_197031_20190401_20200829_02_T1,28.46199637914633,1554114600201
LC08_L1TP_197031_20190417_20200828_02_T1,93.43434901347129,1555496994594
LC08_L1TP_197031_20190519_20200828_02_T1,16.606953266439586,1558261804539
LC08_L1TP_197031_20190604_20200828_02_T1,0.0,1559644212866
LC08_L1TP_197031_20190620_20200827_02_T1,0.0,1561026618962
LC08_L1TP_197031_20190706_20200827_02_T1,0.0,1562409023042
LC08_L1TP_197031_20190722_20200827_02_T1,0.0,1563791426585
LC08_L1TP_197031_20190807_20200827_02_T1,96.32256282794857,1565173833236
LC08_L1TP_197031_20190823_20200826_02_T1,17.74046457393598,1566556237904
LC08_L1TP_197031_20190908_20200826_02_T1,0.10960753628524961,1567938641476
LC08_L1TP_197031_20190924_20200826_02_T1,0.0,1569321047197
LC08_L1TP_197031_20191010_20200825_02_T1,96.32256282794857,1570703450623
LC08_L1TP_197031_20191026_20200825_02_T1,0.0,1572085851500
LC08_L1TP_197031_20191111_20200825_02_T1,55.61839884623635,1573468249493
LC08_L1TP_197031_20191127_20200825_02_T1,33.197459265396304,1574850646941
LC08_L1TP_197031_20191213_20201023_02_T1,96.32256282794857,1576233045757
LC08_L1TP_197031_20191229_20200824_02_T1,96.27457117432311,1577615441798
LC08_L1TP_197031_20200114_20200823_02_T1,0.0396452790818988,1578997838404
LC08_L1TP_197031_20200130_20200823_02_T1,96.32256282794857,1580380233575
LC08_L1TP_197031_20200215_20200823_02_T1,0.0,1581762629674
LC08_L1TP_197031_20200302_20200822_02_T1,0.0,1583145024913
LC08_L1TP_197031_20200318_20200822_02_T1,96.32256282794857,1584527417633
LC08_L1TP_197031_20200403_20200822_02_T1,83.0255607720401,1585909808087
LC08_L1TP_197031_20200505_20200820_02_T1,96.18902083525165,1588674593030
LC08_L1TP_197031_20200521_20200820_02_T1,79.97434717235895,1590056994063
LC08_L1TP_197031_20200606_20200824_02_T1,2.560004909632084,1591439401149
LC08_L1TP_197031_20200622_20200823_02_T1,9.751879468532326,1592821810360
LC08_L1TP_197031_20200708_20200912_02_T1,0.0,1594204217560
LC08_L1TP_197031_20200724_20200910_02_T1,0.0,1595586622777
LC08_L1TP_197031_20200809_20200917_02_T1,0.0,1596969025956
LC08_L1TP_197031_20200825_20200905_02_T1,5.014084507042263,1598351433811
LC08_L1TP_197031_20200910_20200919_02_T1,0.0,1599733840733
LC08_L1TP_197031_20200926_20201006_02_T1,0.0,1601116245516
LC08_L1TP_197031_20201012_20201105_02_T1,0.0,1602498647746
LC08_L1TP_197031_20201028_20201106_02_T1,43.87983675473316,1603881047283
LC08_L1TP_197031_20201129_20210316_02_T1,0.008346374543557642,1606645848455
LC08_L1TP_197031_20201215_20210314_02_T1,0.23124367117739117,1608028248462
LC08_L1TP_197031_20201231_20210308_02_T1,0.0,1609410644731
LC08_L1TP_197031_20210116_20210306_02_T1,0.0,1610793037516
LC08_L1TP_197031_20210201_20210302_02_T1,0.0,1612175435471
LC08_L1TP_197031_20210217_20210302_02_T1,0.0,1613557831662
LC08_L1TP_197031_20210305_20210312_02_T1,96.32256282794857,1614940224672
LC08_L1TP_197031_20210321_20210401_02_T1,0.0,1616322616574
LC08_L1TP_197031_20210406_20210415_02_T1,96.32256282794857,1617705012583
LC08_L1TP_197031_20210422_20210430_02_T1,96.32256282794857,1619087405595
LC08_L1TP_197031_20210508_20210518_02_T1,0.18779342723004694,1620469797901
LC08_L1TP_197031_20210524_20210529_02_T1,0.2190923317683881,1621852208405
LC08_L1TP_197031_20210609_20210615_02_T1,9.347816747982447,1623234615861
LC08_L1TP_197031_20210625_20210707_02_T1,0.9606922581239066,1624617020485
LC08_L1TP_197031_20210711_20210720_02_T1,0.12519561815336464,1625999422225
LC08_L1TP_197031_20210727_20210804_02_T1,0.0,1627381828859
LC08_L1TP_197031_20210812_20210819_02_T1,0.0,1628764235532
LC08_L1TP_197031_20210828_20210901_02_T1,44.42406947129392,1630146640020
LC08_L1TP_197031_20210913_20210924_02_T1,91.62576329436348,1631529044449
LC08_L1TP_197031_20210929_20211012_02_T1,96.32256282794857,1632911448507
LC08_L1TP_197031_20211015_20211025_02_T1,96.32256282794857,1634293853099
LC08_L1TP_197031_20211031_20211109_02_T1,72.66169566418144,1635676253376
LC08_L1TP_197031_20211202_20211209_02_T1,0.03129890453834116,1638441049489
LC08_L1TP_197031_20220220_20220301_02_T1,0.0,1645353029447
LC08_L1TP_197032_20190503_20200829_02_T1,96.32256282794857,1556879417867
LC08_L1TP_197032_20200419_20200822_02_T1,96.32256282794857,1587292225724
LC08_L1TP_198031_20170112_20200905_02_T1,0.0,1484217408886
LC08_L1TP_198031_20170128_20200905_02_T1,96.32256282794857,1485599802960
LC08_L1TP_198031_20170301_20200905_02_T1,0.0,1488364589760
LC08_L1TP_198031_20170317_20200904_02_T1,0.0,1489746980493
LC08_L1TP_198031_20170402_20200904_02_T1,0.0,1491129372565
LC08_L1TP_198031_20170418_20200904_02_T1,94.13262143668145,1492511763924
LC08_L1TP_198031_20170504_20200904_02_T1,7.223296204240705,1493894155998
LC08_L1TP_198031_20170520_20200904_02_T1,6.935837245696414,1495276567942
LC08_L1TP_198031_20170605_20200903_02_T1,96.32256282794857,1496658976808
LC08_L1TP_198031_20170621_20200903_02_T1,32.14814814814815,1498041382828
LC08_L1TP_198031_20170707_20200903_02_T1,71.51578753567165,1499423786274
LC08_L1TP_198031_20170723_20200903_02_T1,85.65405504924996,1500806192320
LC08_L1TP_198031_20170808_20200903_02_T1,96.32256282794857,1502188599179
LC08_L1TP_198031_20170824_20200903_02_T1,95.78225781705532,1503571003644
LC08_L1TP_198031_20170925_20200903_02_T1,73.17561140262076,1506335810311
LC08_L1TP_198031_20171011_20200903_02_T1,0.19945380343060543,1507718215374
LC08_L1TP_198031_20171027_20200902_02_T1,0.0,1509100616731
LC08_L1TP_198031_20171112_20200902_02_T1,0.0,1510483014192
LC08_L1TP_198031_20171128_20200902_02_T1,0.03129890453834116,1511865407754
LC08_L1TP_198031_20171214_20200902_02_T1,96.32256282794857,1513247808678
LC08_L1TP_198031_20171230_20200902_02_T1,96.32256282794857,1514630208270
LC08_L1TP_198031_20180115_20200902_02_T1,0.09389671361502347,1516012601556
LC08_L1TP_198031_20180131_20200902_02_T1,0.0,1517394991831
LC08_L1TP_198031_20180216_20200902_02_T1,96.32256282794857,1518777386539
LC08_L1TP_198031_20180304_20200902_02_T1,96.32256282794857,1520159779004
LC08_L1TP_198031_20180320_20200901_02_T1,96.32256282794857,1521542170492
LC08_L1TP_198031_20180405_20200901_02_T1,0.0,1522924563231
LC08_L1TP_198031_20180421_20201015_02_T1,0.0,1524306953675
LC08_L1TP_198031_20180507_20200901_02_T1,24.858080947559007,1525689344805
LC08_L1TP_198031_20180523_20200901_02_T1,18.519868667341736,1527071733088
LC08_L1TP_198031_20180608_20200831_02_T1,51.83000398907603,1528454126972
LC08_L1TP_198031_20180624_20200831_02_T1,96.32256282794857,1529836537946
LC08_L1TP_198031_20180710_20200831_02_T1,0.0,1531218946452
LC08_L1TP_198031_20180726_20200831_02_T1,0.0,1532601352717
LC08_L1TP_198031_20180811_20200831_02_T1,0.0,1533983762388
LC08_L1TP_198031_20180827_20200831_02_T1,16.502746325447205,1535366170010
LC08_L1TP_198031_20180912_20200830_02_T1,96.32256282794857,1536748575190
LC08_L1TP_198031_20180928_20200830_02_T1,0.0,1538130981347
LC08_L1TP_198031_20181014_20200830_02_T1,20.054865138543683,1539513388570
LC08_L1TP_198031_20181030_20200830_02_T1,0.0,1540895793048
